Sender BU ID,Sender BU Description,Sender BU Region,Sender BU Approver Contact Email,Sender BU Onsite Contact Email,Sender BU's SKU Current DOI,Sender BU's SKU Target DOI,Sender Average Weekly Use,Sender BU On Hand Quantity,Sender BU in Transit Quantity,Sender BU Approves transfer? (YES/NO),Item ID,Item Description,Supplier Name,Source Lot ID,Item-Lot Expiry Date,Item Quantity to transfer,STD UOM,$ Value of Transfer,Transfer Recommendation Reason,PeopleSoft Transfer ID,Receiver BU ID,Receiver BU Description,Receiver BU Region,Receiver BU Approver Contact Email,Receiver BU Onsite Contact Email,Receiver BU's SKU Current DOI,Receiver BU's SKU Target DOI,Receiver Average Weekly Use,Receiver BU On Hand Quantity,Receiver BU in Transit Quantity,Receiver BU Approves transfer? (YES/NO),Chart of Accounts,Receiver BU Address,Sender Lot Items to Expire
10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,84.62,24,0.91,11,0,-,159301,"REAGENT, WAMPOLE, C.DIF, QUICK CHECK COMPLETE, 50 TESTS/KIT",ABBOTT RAPID DX NORTH AMERICA,220025,2021-04-01,1.0,KT,525.0,Lot expires before SoBU use; lot NOT at deficit ReBU (minimum days applies),,45500,Quest Diagnostics-St. LouisMSA,Great MidWest,Mark.K.Gleiber@questdiagnostics.com,Mark.K.Gleiber@questdiagnostics.com,15.56,19,3.15,7,0,-,45500-SL,"11636 Administration Dr, St Louis, 63146, MO",0.08000000000000007
60100,Repro Fertility Diagnostics,Esoteric,Materialmanagement@questdiagnostics.com,Materialmanagement@questdiagnostics.com,90.91,24,0.77,10,0,-,159411,"TIPS, VIAFLO, 1250UL, 96TIPS/P",INTEGRA BIOSCIENCES CORP.,NONLOT,2100-01-01,7.0,EA,440.3,Surplus at SoBU (non-lot),,10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,8.82,24,7.140000000000001,9,0,-,10000-EZ,"33608 Ortega Hwy, San Juan Capistrano, 92675-2042, CA",0.0
39500,Quest Diagnostics-S. Fla Miami,Southeast,Maria.R.Garzon@questdiagnostics.com,Maria.R.Garzon@questdiagnostics.com,99999.0,19,0.0,8,0,-,159706,"TIP, FILTER, CONDUCTIVE, 900UL",PERKIN ELMER HEALTH SCIENCES INC,NONLOT,2100-01-01,8.0,EA,968.0,Surplus at SoBU (non-lot),,61200,QuestDiagnostics-OxfordMemphis,Esoteric,DGXMemphisMaterialsManagement@questdiagnostics.com,DGXMemphisMaterialsManagement@questdiagnostics.com,7.82,24,42.98,48,0,-,61200-V6O,"5846 Distribution Drive, Memphis, 38141-8203, TN",0.0
68100,Quest Diagnostics - West Hills,West,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,48.05,19,5.390000000000001,37,0,-,159706,"TIP, FILTER, CONDUCTIVE, 900UL",PERKIN ELMER HEALTH SCIENCES INC,NONLOT,2100-01-01,22.0,EA,2662.0,Surplus at SoBU (non-lot),,61200,QuestDiagnostics-OxfordMemphis,Esoteric,DGXMemphisMaterialsManagement@questdiagnostics.com,DGXMemphisMaterialsManagement@questdiagnostics.com,7.82,24,42.98,48,0,-,61200-V6O,"5846 Distribution Drive, Memphis, 38141-8203, TN",0.0
34660,Quest Diag-Schaumburg,Great MidWest,Kenneth.C.Krawczyk@questdiagnostics.com,Kenneth.C.Krawczyk@questdiagnostics.com,31.78,19,9.030000000000001,41,0,-,160367,"RGT, APTIMA TRICHOMONAS VAGINALIS, 250/KIT",HOLOGIC LIMITED PARTNERSHIP,284093BH,2021-08-15,6.0,KT,10065.0,Surplus at SoBU (lot in use); lot in use at deficit ReBU,,62500,Quest Diagnostics-Teterboro,East,Johnny.X.Ramirez@questdiagnostics.com,Johnny.X.Ramirez@questdiagnostics.com,14.13,19,18.83,38,0,-,62500-QTE,"1 Malcolm Avenue, Teterboro, 7608, NJ",0.0
34660,Quest Diag-Schaumburg,Great MidWest,Kenneth.C.Krawczyk@questdiagnostics.com,Kenneth.C.Krawczyk@questdiagnostics.com,31.78,19,9.030000000000001,41,0,-,160367,"RGT, APTIMA TRICHOMONAS VAGINALIS, 250/KIT",HOLOGIC LIMITED PARTNERSHIP,286980BH,2022-03-15,3.0,KT,5032.5,Surplus at SoBU (lot NOT in use); lot not found at deficit ReBU,,30000,Quest Diagnostics - Atlanta,Southeast,,,5.71,19,12.25,10,0,-,30000-AT,"1777 Montreal Cir, Tucker, 30084, GA",0.0
34660,Quest Diag-Schaumburg,Great MidWest,Kenneth.C.Krawczyk@questdiagnostics.com,Kenneth.C.Krawczyk@questdiagnostics.com,31.78,19,9.030000000000001,41,0,-,160367,"RGT, APTIMA TRICHOMONAS VAGINALIS, 250/KIT",HOLOGIC LIMITED PARTNERSHIP,286980BH,2022-03-15,6.0,KT,10065.0,Surplus at SoBU (lot NOT in use); lot not found at deficit ReBU,,62500,Quest Diagnostics-Teterboro,East,Johnny.X.Ramirez@questdiagnostics.com,Johnny.X.Ramirez@questdiagnostics.com,14.13,19,18.83,38,0,-,62500-QTE,"1 Malcolm Avenue, Teterboro, 7608, NJ",0.0
34660,Quest Diag-Schaumburg,Great MidWest,Kenneth.C.Krawczyk@questdiagnostics.com,Kenneth.C.Krawczyk@questdiagnostics.com,31.78,19,9.030000000000001,41,0,-,160367,"RGT, APTIMA TRICHOMONAS VAGINALIS, 250/KIT",HOLOGIC LIMITED PARTNERSHIP,286980BH,2022-03-15,1.0,KT,1677.5,Surplus at SoBU (lot NOT in use); lot not found at deficit ReBU,,68100,Quest Diagnostics - West Hills,West,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,17.27,19,7.700000000000001,19,0,-,68100-EN,"8401 Fallbrook Avenue, West Hills, 91304, CA",0.0
42500,Quest Diagnostics-Horsham,East,Jogi.M.John@questdiagnostics.com,Jogi.M.John@questdiagnostics.com,26.67,19,6.3,24,0,-,160367,"RGT, APTIMA TRICHOMONAS VAGINALIS, 250/KIT",HOLOGIC LIMITED PARTNERSHIP,281763AH,2021-08-15,2.0,KT,3355.0,Surplus at SoBU (lot in use); lot not found at deficit ReBU,,10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,19.41,24,40.04,111,0,-,10000-EZ,"33608 Ortega Hwy, San Juan Capistrano, 92675-2042, CA",0.0
42500,Quest Diagnostics-Horsham,East,Jogi.M.John@questdiagnostics.com,Jogi.M.John@questdiagnostics.com,26.67,19,6.3,24,0,-,160367,"RGT, APTIMA TRICHOMONAS VAGINALIS, 250/KIT",HOLOGIC LIMITED PARTNERSHIP,284093AH,2021-08-15,3.0,KT,5032.5,Surplus at SoBU (lot NOT in use); lot not found at deficit ReBU,,10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,19.41,24,40.04,111,0,-,10000-EZ,"33608 Ortega Hwy, San Juan Capistrano, 92675-2042, CA",0.0
42500,Quest Diagnostics-Horsham,East,Jogi.M.John@questdiagnostics.com,Jogi.M.John@questdiagnostics.com,26.67,19,6.3,24,0,-,160367,"RGT, APTIMA TRICHOMONAS VAGINALIS, 250/KIT",HOLOGIC LIMITED PARTNERSHIP,284093AH,2021-08-15,1.0,KT,1677.5,Surplus at SoBU (lot NOT in use); lot not found at deficit ReBU,,62500,Quest Diagnostics-Teterboro,East,Johnny.X.Ramirez@questdiagnostics.com,Johnny.X.Ramirez@questdiagnostics.com,14.13,19,18.83,38,0,-,62500-QTE,"1 Malcolm Avenue, Teterboro, 7608, NJ",0.0
46500,Quest Diagnostics-Marlborough,North,Leslie.X.Haradji@questdiagnostics.com,Leslie.X.Haradji@questdiagnostics.com,47.76,19,4.69,32,0,-,160367,"RGT, APTIMA TRICHOMONAS VAGINALIS, 250/KIT",HOLOGIC LIMITED PARTNERSHIP,281763,2021-08-15,9.0,KT,15097.5,Surplus at SoBU (lot in use); lot not found at deficit ReBU,,10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,19.41,24,40.04,111,0,-,10000-EZ,"33608 Ortega Hwy, San Juan Capistrano, 92675-2042, CA",0.0
46500,Quest Diagnostics-Marlborough,North,Leslie.X.Haradji@questdiagnostics.com,Leslie.X.Haradji@questdiagnostics.com,47.76,19,4.69,32,0,-,160367,"RGT, APTIMA TRICHOMONAS VAGINALIS, 250/KIT",HOLOGIC LIMITED PARTNERSHIP,286980BH,2022-03-15,9.0,KT,15097.5,Surplus at SoBU (lot NOT in use); lot not found at deficit ReBU,,10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,19.41,24,40.04,111,0,-,10000-EZ,"33608 Ortega Hwy, San Juan Capistrano, 92675-2042, CA",0.0
51500,Quest Diagnostics - Dallas,Southwest,Jeannie.E.Disisto@questdiagnostics.com,Jeannie.E.Disisto@questdiagnostics.com,22.0,19,7.0,22,0,-,160367,"RGT, APTIMA TRICHOMONAS VAGINALIS, 250/KIT",HOLOGIC LIMITED PARTNERSHIP,286908BH,2022-03-15,1.0,KT,1677.5,Surplus at SoBU (lot NOT in use); lot not found at deficit ReBU,,10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,19.41,24,40.04,111,0,-,10000-EZ,"33608 Ortega Hwy, San Juan Capistrano, 92675-2042, CA",0.0
61500,Quest Diagnostics-Tampa,Southeast,Quentia.D.Jones@questdiagnostics.com,Quentia.D.Jones@questdiagnostics.com,36.89,19,7.21,38,0,-,160367,"RGT, APTIMA TRICHOMONAS VAGINALIS, 250/KIT",HOLOGIC LIMITED PARTNERSHIP,280999H,2021-11-15,18.0,KT,30195.0,Surplus at SoBU (lot in use); lot not found at deficit ReBU,,30000,Quest Diagnostics - Atlanta,Southeast,,,5.71,19,12.25,10,0,-,30000-AT,"1777 Montreal Cir, Tucker, 30084, GA",0.0
67100,Quest Diagnostics - Chantilly,Esoteric,ChantillyMaterialsManagement@questdiagnostics.com,ChantillyMaterialsManagement@questdiagnostics.com,25.19,24,27.51,99,0,-,160367,"RGT, APTIMA TRICHOMONAS VAGINALIS, 250/KIT",HOLOGIC LIMITED PARTNERSHIP,284093AH,2021-08-15,2.0,KT,3355.0,Surplus at SoBU (lot in use); lot not found at deficit ReBU,,10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,19.41,24,40.04,111,0,-,10000-EZ,"33608 Ortega Hwy, San Juan Capistrano, 92675-2042, CA",0.0
67100,Quest Diagnostics - Chantilly,Esoteric,ChantillyMaterialsManagement@questdiagnostics.com,ChantillyMaterialsManagement@questdiagnostics.com,25.19,24,27.51,99,0,-,160367,"RGT, APTIMA TRICHOMONAS VAGINALIS, 250/KIT",HOLOGIC LIMITED PARTNERSHIP,284093AH,2021-08-15,2.0,KT,3355.0,Surplus at SoBU (lot in use); lot in use at deficit ReBU,,30000,Quest Diagnostics - Atlanta,Southeast,,,5.71,19,12.25,10,0,-,30000-AT,"1777 Montreal Cir, Tucker, 30084, GA",0.0
67100,Quest Diagnostics - Chantilly,Esoteric,ChantillyMaterialsManagement@questdiagnostics.com,ChantillyMaterialsManagement@questdiagnostics.com,40.91,24,6.16,36,0,-,160632,"RGT, IGM PRE-TREATMENT DILUENT",DIASORIN MOLECULAR LLC,NONLOT,2100-01-01,3.0,EA,240.0,Surplus at SoBU (non-lot),,10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,21.79,24,10.92,34,0,-,10000-EZ,"33608 Ortega Hwy, San Juan Capistrano, 92675-2042, CA",0.0
80000,DLO-Diagnostics Lab of OK,Joint Venture,,,60.0,19,0.35000000000000003,3,0,-,160989,"CTRL, INSURE FIT, POS/NEG SOL,",CLINICAL GENOMICS,NONLOT,2100-01-01,1.0,BX,56.2,Surplus at SoBU (non-lot),,60500,Quest Diagnostics - Seattle,West,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,0.0,22,0.35000000000000003,0,0,-,60500-NW,"1737 Airport Way S, Ste 200, Seattle, 98134, WA",0.0
61500,Quest Diagnostics-Tampa,Southeast,Quentia.D.Jones@questdiagnostics.com,Quentia.D.Jones@questdiagnostics.com,57.14,19,2.94,24,0,-,161036,"REAGENT, EPO ACCESS, 2 X 50 TESTS","BECKMAN COULTER, INC.",922015,2021-07-31,4.0,EA,1400.0,Surplus at SoBU (lot in use); lot not found at deficit ReBU,,36000,MedFusion,Esoteric,,,15.22,24,3.22,7,0,-,36000-Z3E,"2501 South State Highway 121
Suite 1100, Lewisville, 75067-8188 , TX",0.0
62500,Quest Diagnostics-Teterboro,East,Johnny.X.Ramirez@questdiagnostics.com,Johnny.X.Ramirez@questdiagnostics.com,110.29,19,4.760000000000001,75,0,-,161036,"REAGENT, EPO ACCESS, 2 X 50 TESTS","BECKMAN COULTER, INC.",922015,2021-07-31,1.0,EA,350.0,Surplus at SoBU (lot in use); lot in use at deficit ReBU,,33000,Nichols Institute Valencia,Esoteric,,,17.39,24,1.61,4,0,-,33000-SLI,"27027 Tourney Rd, Valencia, 91355-5386 , CA",0.0
68100,Quest Diagnostics - West Hills,West,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,51.11,19,6.3,46,0,-,161036,"REAGENT, EPO ACCESS, 2 X 50 TESTS","BECKMAN COULTER, INC.",922015,2021-07-31,18.0,EA,6300.0,Surplus at SoBU (lot in use); lot in use at deficit ReBU,,10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,5.61,24,7.49,6,0,-,10000-EZ,"33608 Ortega Hwy, San Juan Capistrano, 92675-2042, CA",0.0
80000,DLO-Diagnostics Lab of OK,Joint Venture,,,26.67,19,1.05,4,0,-,161036,"REAGENT, EPO ACCESS, 2 X 50 TESTS","BECKMAN COULTER, INC.",922015,2021-07-31,1.0,EA,350.0,Surplus at SoBU (lot in use); lot in use at deficit ReBU,,10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,5.61,24,7.49,6,0,-,10000-EZ,"33608 Ortega Hwy, San Juan Capistrano, 92675-2042, CA",0.0
69000,Quest Diag.- LabOne LLC-Lenexa,Great MidWest,vincent.s.hoefler@questdiagnostics.com,vincent.s.hoefler@questdiagnostics.com,99999.0,14,0.0,3,0,-,161307,"TIP. RELAOD. SYSTEM, HLT SOFTF",FISHER HEALTHCARE,NONLOT,2100-01-01,3.0,PK,79.98,Surplus at SoBU (non-lot),,10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,4.38,24,49.49,31,0,-,10000-EZ,"33608 Ortega Hwy, San Juan Capistrano, 92675-2042, CA",0.0
34000,Athena Diagnostics Inc,Esoteric,Materialmanagement@questdiagnostics.com,Materialmanagement@questdiagnostics.com,40.0,24,0.7000000000000001,4,0,-,161333,"A - RGT, ALPHA, DENDROTOXIN, 1",PERKIN ELMER HEALTH SCIENCES INC,NONLOT,2100-01-01,1.0,EA,1243.18,Surplus at SoBU (non-lot),,10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,15.56,24,3.15,7,0,-,10000-EZ,"33608 Ortega Hwy, San Juan Capistrano, 92675-2042, CA",0.0
10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,63.38,24,14.91,135,0,-,161429,"A - MUSK I-125 TRACER, 1.5ML","KRONUS, INC.",NONLOT,2100-01-01,12.0,EA,2160.0,Surplus at SoBU (non-lot),,67100,Quest Diagnostics - Chantilly,Esoteric,ChantillyMaterialsManagement@questdiagnostics.com,ChantillyMaterialsManagement@questdiagnostics.com,6.21,24,21.42,19,0,-,67100-AMD,"14225 Newbrook Dr, Chantilly, 20151-2228 , VA",0.0
34000,Athena Diagnostics Inc,Esoteric,Materialmanagement@questdiagnostics.com,Materialmanagement@questdiagnostics.com,36.55,24,23.939999999999998,125,0,-,161429,"A - MUSK I-125 TRACER, 1.5ML","KRONUS, INC.",NONLOT,2100-01-01,42.0,EA,7560.0,Surplus at SoBU (non-lot),,67100,Quest Diagnostics - Chantilly,Esoteric,ChantillyMaterialsManagement@questdiagnostics.com,ChantillyMaterialsManagement@questdiagnostics.com,6.21,24,21.42,19,0,-,67100-AMD,"14225 Newbrook Dr, Chantilly, 20151-2228 , VA",0.0
10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,36.21,24,4.06,21,0,-,161478,"REAGENT, HBEAG PACK, 100 WELLS","ORTHO-CLINICAL DIAGNOSTICS, INC",1670,2021-03-10,1.0,EA,300.76,Surplus at SoBU (lot in use); lot not found at deficit ReBU,,46500,Quest Diagnostics-Marlborough,North,Leslie.X.Haradji@questdiagnostics.com,Leslie.X.Haradji@questdiagnostics.com,15.15,19,2.31,5,0,-,46500-NL2,"200 Forest Street
Floor 3, Marlborough, 1752, MA",0.0
62500,Quest Diagnostics-Teterboro,East,Johnny.X.Ramirez@questdiagnostics.com,Johnny.X.Ramirez@questdiagnostics.com,30.0,19,6.3,27,0,-,161478,"REAGENT, HBEAG PACK, 100 WELLS","ORTHO-CLINICAL DIAGNOSTICS, INC",1690,2021-03-10,1.0,EA,300.76,Surplus at SoBU (lot NOT in use); lot not found at deficit ReBU,,33000,Nichols Institute Valencia,Esoteric,,,14.81,24,1.8900000000000001,4,0,-,33000-SLI,"27027 Tourney Rd, Valencia, 91355-5386 , CA",0.0
68100,Quest Diagnostics - West Hills,West,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,20.78,19,5.390000000000001,16,0,-,161478,"REAGENT, HBEAG PACK, 100 WELLS","ORTHO-CLINICAL DIAGNOSTICS, INC",1670,2021-03-10,1.0,EA,300.76,Surplus at SoBU (lot in use); lot in use at deficit ReBU,,33000,Nichols Institute Valencia,Esoteric,,,14.81,24,1.8900000000000001,4,0,-,33000-SLI,"27027 Tourney Rd, Valencia, 91355-5386 , CA",0.0
10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,31.48,24,3.7800000000000002,17,0,-,161480,"REAGENT, AHBE PACK,  100 WELLS","ORTHO-CLINICAL DIAGNOSTICS, INC",6330,2021-04-28,1.0,EA,300.76,Surplus at SoBU (lot in use); lot in use at deficit ReBU,,33000,Nichols Institute Valencia,Esoteric,,,15.38,24,1.82,4,0,-,33000-SLI,"27027 Tourney Rd, Valencia, 91355-5386 , CA",0.0
68100,Quest Diagnostics - West Hills,West,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,21.11,19,6.3,19,0,-,161480,"REAGENT, AHBE PACK,  100 WELLS","ORTHO-CLINICAL DIAGNOSTICS, INC",6370,2021-06-21,1.0,EA,300.76,Surplus at SoBU (lot NOT in use); lot not found at deficit ReBU,,33000,Nichols Institute Valencia,Esoteric,,,15.38,24,1.82,4,0,-,33000-SLI,"27027 Tourney Rd, Valencia, 91355-5386 , CA",0.0
34600,Quest Diagnostics Chicago,Great MidWest,Kenneth.C.Krawczyk@questdiagnostics.com,Kenneth.C.Krawczyk@questdiagnostics.com,99999.0,19,0.0,1,0,-,161481,"CALIBRATOR, AHBE 1 LEVEL","ORTHO-CLINICAL DIAGNOSTICS, INC",6370,2021-06-21,1.0,EA,130.3,Lot expires before SoBU use; lot in inventory at surplus ReBU,,69000,Quest Diag.- LabOne LLC-Lenexa,Great MidWest,vincent.s.hoefler@questdiagnostics.com,vincent.s.hoefler@questdiagnostics.com,21.43,19,0.9800000000000001,3,0,-,69000-KS,"10101 Renner Blvd, Lenexa, 66219-9752, KS",1.0
61500,Quest Diagnostics-Tampa,Southeast,Quentia.D.Jones@questdiagnostics.com,Quentia.D.Jones@questdiagnostics.com,43.65,19,96.53,602,0,-,161556,"LABEL, ARGOX AND D508 ONLY, 12",TAYLOR COMMUNICATIONS,NONLOT,2100-01-01,201.0,RL,1066.104,Surplus at SoBU (non-lot),,50500,Quest Diagnostics-Houston,Southwest,Jeannie.E.Disisto@questdiagnostics.com,Jeannie.E.Disisto@questdiagnostics.com,12.17,19,206.99,360,0,-,50500-RGA,"5850 Rogerdale Road, Houston, 77072-1602, TX",0.0
61500,Quest Diagnostics-Tampa,Southeast,Quentia.D.Jones@questdiagnostics.com,Quentia.D.Jones@questdiagnostics.com,43.65,19,96.53,602,0,-,161556,"LABEL, ARGOX AND D508 ONLY, 12",TAYLOR COMMUNICATIONS,NONLOT,2100-01-01,79.0,RL,419.016,Surplus at SoBU (non-lot),,68100,Quest Diagnostics - West Hills,West,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,12.68,19,88.33999999999999,160,0,-,68100-EN,"8401 Fallbrook Avenue, West Hills, 91304, CA",0.0
67100,Quest Diagnostics - Chantilly,Esoteric,ChantillyMaterialsManagement@questdiagnostics.com,ChantillyMaterialsManagement@questdiagnostics.com,28.57,24,4.8999999999999995,20,0,-,161772,"REAGENT, ASPERGILLUS",BIO-RAD LABORATORIES,0G0074,2021-05-11,1.0,KT,1689.65,Surplus at SoBU (lot in use); lot in use at deficit ReBU,,10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,14.94,24,6.09,13,0,-,10000-EZ,"33608 Ortega Hwy, San Juan Capistrano, 92675-2042, CA",0.0
67100,Quest Diagnostics - Chantilly,Esoteric,ChantillyMaterialsManagement@questdiagnostics.com,ChantillyMaterialsManagement@questdiagnostics.com,28.57,24,4.8999999999999995,20,0,-,161772,"REAGENT, ASPERGILLUS",BIO-RAD LABORATORIES,0J0075,2021-07-27,1.0,KT,1689.65,Surplus at SoBU (lot NOT in use); lot not found at deficit ReBU,,10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,14.94,24,6.09,13,0,-,10000-EZ,"33608 Ortega Hwy, San Juan Capistrano, 92675-2042, CA",0.0
33000,Nichols Institute Valencia,Esoteric,,,99999.0,24,0.0,6,0,-,163706,"COLUMN,TURBOFLOW ,CYCLONE MAX,",THERMO ELECTRON NORTH AMERICA,NONLOT,2100-01-01,6.0,EA,6240.0,Surplus at SoBU (non-lot),,10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,9.28,24,6.79,9,0,-,10000-EZ,"33608 Ortega Hwy, San Juan Capistrano, 92675-2042, CA",0.0
34600,Quest Diagnostics Chicago,Great MidWest,Kenneth.C.Krawczyk@questdiagnostics.com,Kenneth.C.Krawczyk@questdiagnostics.com,125.32,19,5.53,99,0,-,163713,"TIP, DSX RACKED SAMPLE, 4 X 10",DYNEX TECHNOLOGIES INC,NONLOT,2100-01-01,22.0,PK,391.6,Surplus at SoBU (non-lot),,10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,4.5,24,46.69,30,0,-,10000-EZ,"33608 Ortega Hwy, San Juan Capistrano, 92675-2042, CA",0.0
61500,Quest Diagnostics-Tampa,Southeast,Quentia.D.Jones@questdiagnostics.com,Quentia.D.Jones@questdiagnostics.com,87.6,19,9.030000000000001,113,0,-,163713,"TIP, DSX RACKED SAMPLE, 4 X 10",DYNEX TECHNOLOGIES INC,NONLOT,2100-01-01,23.0,PK,409.40000000000003,Surplus at SoBU (non-lot),,10000,Quest Diagnostics-Nichols Inst,Esoteric,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,DGXSJCMATERIALSMANAGEMENTCOMMUNICTAIONS@QUESTDIAGNOSTICS.COM,4.5,24,46.69,30,0,-,10000-EZ,"33608 Ortega Hwy, San Juan Capistrano, 92675-2042, CA",0.0
